,age,capital-gain,capital-loss,education-num,education_type,employment_type,fnlwgt,hours-per-week,marital-status,native-country,race,relationship,sex
7515,34.0,0.0,0.0,9.0,0.0,1.0,140011.0,45.0,1.0,1.0,0.0,4.0,1.0
7517,26.0,0.0,0.0,10.0,0.0,0.0,179633.0,40.0,1.0,1.0,0.0,4.0,1.0
7520,41.0,0.0,0.0,10.0,0.0,1.0,165304.0,50.0,0.0,0.0,0.0,2.0,1.0
7521,57.0,0.0,0.0,9.0,0.0,1.0,192325.0,42.0,1.0,1.0,0.0,0.0,0.0
7524,47.0,0.0,0.0,9.0,0.0,2.0,182474.0,36.0,0.0,1.0,0.0,1.0,0.0
7525,37.0,0.0,0.0,6.0,1.0,1.0,119992.0,40.0,0.0,1.0,0.0,2.0,1.0
7526,26.0,0.0,0.0,9.0,1.0,1.0,376016.0,30.0,1.0,1.0,0.0,3.0,0.0
7527,39.0,0.0,0.0,14.0,0.0,1.0,144638.0,45.0,1.0,1.0,0.0,3.0,0.0
7531,30.0,0.0,0.0,9.0,2.0,2.0,55176.0,30.0,0.0,1.0,0.0,2.0,1.0
7532,21.0,0.0,0.0,10.0,0.0,1.0,291232.0,40.0,1.0,1.0,0.0,3.0,1.0
7533,55.0,0.0,0.0,10.0,0.0,1.0,250149.0,40.0,0.0,1.0,0.0,2.0,1.0
7535,27.0,0.0,0.0,11.0,2.0,2.0,87745.0,70.0,0.0,1.0,0.0,2.0,1.0
7536,35.0,0.0,0.0,10.0,0.0,1.0,97136.0,37.0,1.0,1.0,3.0,0.0,0.0
7537,18.0,0.0,0.0,10.0,0.0,1.0,632271.0,40.0,1.0,0.0,0.0,5.0,0.0
7538,18.0,0.0,0.0,6.0,0.0,1.0,295607.0,40.0,1.0,1.0,0.0,4.0,1.0
7540,78.0,0.0,0.0,9.0,0.0,2.0,213136.0,24.0,1.0,1.0,0.0,3.0,1.0
7541,23.0,0.0,0.0,13.0,0.0,1.0,107882.0,50.0,1.0,1.0,0.0,4.0,0.0
7542,35.0,0.0,0.0,9.0,1.0,1.0,214378.0,40.0,1.0,1.0,0.0,4.0,0.0
7544,28.0,0.0,0.0,9.0,0.0,1.0,34292.0,40.0,1.0,1.0,0.0,4.0,1.0
7546,22.0,0.0,0.0,10.0,0.0,1.0,161508.0,40.0,1.0,1.0,0.0,4.0,1.0
7547,80.0,0.0,0.0,9.0,1.0,1.0,151959.0,15.0,1.0,1.0,3.0,3.0,1.0
7548,41.0,0.0,0.0,9.0,0.0,1.0,196001.0,20.0,0.0,1.0,0.0,1.0,0.0
7549,27.0,0.0,0.0,14.0,0.0,2.0,211259.0,40.0,1.0,1.0,0.0,3.0,1.0
7553,17.0,0.0,0.0,6.0,0.0,1.0,40432.0,4.0,1.0,1.0,0.0,4.0,0.0
7554,60.0,0.0,0.0,8.0,-9.223372036854776e+18,1.0,180632.0,40.0,1.0,1.0,0.0,3.0,1.0
7555,76.0,1.0,0.0,9.0,0.0,1.0,204113.0,18.0,1.0,1.0,0.0,3.0,0.0
7556,22.0,0.0,0.0,10.0,2.0,1.0,336101.0,30.0,1.0,1.0,0.0,3.0,0.0
7557,34.0,0.0,0.0,9.0,0.0,1.0,235062.0,45.0,1.0,1.0,0.0,3.0,1.0
7559,39.0,0.0,0.0,4.0,-9.223372036854776e+18,1.0,226947.0,40.0,1.0,0.0,0.0,5.0,1.0
7560,40.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,29393.0,40.0,1.0,1.0,0.0,4.0,0.0
7563,28.0,0.0,0.0,12.0,0.0,0.0,175389.0,40.0,1.0,0.0,0.0,4.0,0.0
7564,26.0,0.0,0.0,10.0,0.0,2.0,316688.0,40.0,1.0,1.0,0.0,5.0,1.0
7565,63.0,0.0,0.0,13.0,0.0,2.0,187919.0,40.0,0.0,1.0,0.0,2.0,1.0
7567,41.0,0.0,0.0,10.0,1.0,1.0,80666.0,50.0,0.0,1.0,0.0,2.0,1.0
7569,31.0,0.0,0.0,12.0,1.0,1.0,192039.0,40.0,1.0,1.0,0.0,4.0,0.0
7570,34.0,0.0,0.0,10.0,0.0,2.0,181091.0,50.0,1.0,1.0,0.0,4.0,1.0
7571,40.0,1.0,0.0,5.0,2.0,1.0,50191.0,40.0,1.0,1.0,0.0,0.0,1.0
7572,29.0,0.0,0.0,13.0,0.0,1.0,155256.0,40.0,1.0,1.0,3.0,3.0,0.0
7573,42.0,0.0,0.0,9.0,0.0,1.0,104973.0,40.0,0.0,1.0,0.0,2.0,1.0
7574,35.0,0.0,0.0,9.0,0.0,1.0,348771.0,40.0,0.0,0.0,0.0,2.0,1.0
7575,55.0,0.0,0.0,9.0,0.0,1.0,96415.0,35.0,1.0,1.0,3.0,0.0,0.0
7580,34.0,0.0,0.0,7.0,0.0,1.0,361497.0,40.0,0.0,1.0,0.0,2.0,1.0
7581,61.0,0.0,0.0,9.0,0.0,0.0,254890.0,40.0,0.0,1.0,0.0,2.0,1.0
7582,36.0,0.0,0.0,9.0,0.0,1.0,296478.0,40.0,0.0,1.0,0.0,2.0,1.0
7583,61.0,0.0,0.0,9.0,0.0,1.0,179791.0,40.0,1.0,1.0,0.0,4.0,0.0
7584,25.0,0.0,0.0,9.0,-9.223372036854776e+18,2.0,110010.0,40.0,1.0,1.0,0.0,4.0,1.0
7585,35.0,0.0,0.0,9.0,0.0,1.0,89622.0,40.0,0.0,1.0,0.0,2.0,1.0
7586,56.0,0.0,0.0,9.0,1.0,0.0,118614.0,40.0,1.0,1.0,0.0,3.0,0.0
7587,30.0,0.0,0.0,13.0,0.0,0.0,35683.0,40.0,1.0,1.0,0.0,3.0,0.0
7589,49.0,0.0,0.0,4.0,2.0,1.0,175305.0,40.0,1.0,1.0,0.0,0.0,0.0
7590,33.0,0.0,0.0,9.0,1.0,2.0,96245.0,99.0,0.0,1.0,0.0,2.0,1.0
7591,27.0,0.0,0.0,16.0,0.0,1.0,201017.0,80.0,0.0,1.0,0.0,2.0,1.0
7592,48.0,0.0,0.0,10.0,0.0,1.0,95388.0,40.0,1.0,1.0,3.0,3.0,0.0
7593,42.0,0.0,0.0,9.0,2.0,1.0,249332.0,40.0,0.0,1.0,0.0,2.0,1.0
7594,27.0,0.0,0.0,12.0,1.0,1.0,194759.0,50.0,1.0,1.0,0.0,3.0,1.0
7595,61.0,1.0,0.0,6.0,0.0,1.0,260062.0,38.0,1.0,1.0,0.0,4.0,0.0
7596,36.0,0.0,0.0,9.0,0.0,2.0,166213.0,40.0,0.0,1.0,0.0,2.0,1.0
7598,20.0,0.0,0.0,6.0,0.0,1.0,112387.0,40.0,1.0,1.0,0.0,4.0,1.0
7599,22.0,0.0,0.0,5.0,0.0,1.0,324685.0,32.0,1.0,1.0,0.0,3.0,0.0
7602,26.0,0.0,0.0,14.0,0.0,1.0,188703.0,40.0,1.0,1.0,0.0,3.0,0.0
7603,38.0,1.0,0.0,13.0,2.0,1.0,127961.0,40.0,0.0,1.0,0.0,2.0,1.0
7604,34.0,0.0,0.0,9.0,0.0,1.0,200117.0,40.0,0.0,1.0,0.0,2.0,1.0
7607,27.0,0.0,0.0,15.0,0.0,1.0,239130.0,40.0,1.0,1.0,0.0,4.0,1.0
7608,24.0,0.0,0.0,9.0,0.0,1.0,165475.0,25.0,1.0,1.0,0.0,3.0,1.0
7611,42.0,0.0,0.0,14.0,-9.223372036854776e+18,2.0,206066.0,45.0,1.0,1.0,0.0,4.0,1.0
7612,29.0,0.0,0.0,10.0,1.0,0.0,141005.0,24.0,1.0,1.0,0.0,0.0,0.0
7613,28.0,0.0,0.0,11.0,0.0,1.0,104870.0,48.0,1.0,1.0,3.0,3.0,0.0
7615,39.0,0.0,0.0,12.0,-9.223372036854776e+18,1.0,497788.0,50.0,0.0,1.0,0.0,2.0,1.0
7617,49.0,0.0,0.0,6.0,0.0,1.0,140782.0,40.0,1.0,1.0,0.0,0.0,0.0
7618,37.0,0.0,0.0,9.0,0.0,1.0,216129.0,45.0,1.0,1.0,3.0,3.0,0.0
7619,65.0,0.0,0.0,9.0,0.0,1.0,65757.0,40.0,1.0,1.0,0.0,0.0,0.0
7621,23.0,0.0,0.0,10.0,0.0,1.0,245361.0,35.0,1.0,1.0,0.0,4.0,1.0
7625,18.0,0.0,0.0,9.0,0.0,1.0,170094.0,20.0,1.0,1.0,0.0,4.0,0.0
7626,53.0,0.0,0.0,5.0,1.0,1.0,108836.0,40.0,0.0,1.0,0.0,2.0,1.0
7627,27.0,0.0,0.0,9.0,0.0,1.0,189565.0,40.0,0.0,1.0,0.0,4.0,1.0
7628,46.0,0.0,0.0,2.0,0.0,1.0,347993.0,40.0,1.0,0.0,0.0,3.0,1.0
7629,49.0,0.0,0.0,10.0,0.0,1.0,187308.0,35.0,0.0,1.0,0.0,5.0,1.0
7630,27.0,0.0,0.0,13.0,1.0,0.0,136077.0,40.0,1.0,1.0,0.0,3.0,1.0
7631,25.0,1.0,0.0,13.0,0.0,0.0,165457.0,40.0,1.0,1.0,2.0,4.0,1.0
7632,49.0,0.0,0.0,10.0,0.0,0.0,175428.0,40.0,0.0,1.0,0.0,2.0,1.0
7635,72.0,0.0,0.0,14.0,1.0,1.0,103990.0,12.0,0.0,1.0,0.0,2.0,1.0
7637,21.0,0.0,0.0,9.0,2.0,1.0,464484.0,40.0,1.0,1.0,0.0,4.0,0.0
7638,41.0,1.0,0.0,11.0,0.0,1.0,190786.0,40.0,0.0,1.0,0.0,2.0,1.0
7639,30.0,0.0,0.0,9.0,0.0,1.0,348592.0,40.0,1.0,1.0,0.0,3.0,1.0
7641,32.0,0.0,0.0,9.0,0.0,1.0,152156.0,53.0,1.0,1.0,0.0,3.0,1.0
7642,55.0,0.0,0.0,9.0,0.0,1.0,141807.0,40.0,1.0,0.0,0.0,5.0,1.0
7644,43.0,0.0,0.0,9.0,1.0,1.0,203233.0,50.0,0.0,1.0,0.0,2.0,1.0
7645,51.0,0.0,0.0,10.0,0.0,1.0,28978.0,40.0,1.0,1.0,0.0,3.0,0.0
7646,53.0,0.0,0.0,10.0,1.0,2.0,116211.0,40.0,0.0,1.0,0.0,2.0,1.0
7648,19.0,0.0,0.0,9.0,0.0,1.0,283945.0,35.0,1.0,1.0,0.0,4.0,1.0
7649,43.0,0.0,0.0,13.0,0.0,1.0,115178.0,43.0,1.0,1.0,0.0,0.0,0.0
7650,48.0,0.0,0.0,16.0,1.0,0.0,77102.0,45.0,0.0,1.0,0.0,2.0,1.0
7651,23.0,0.0,0.0,9.0,0.0,1.0,132220.0,40.0,0.0,1.0,0.0,2.0,1.0
7652,53.0,0.0,0.0,10.0,1.0,1.0,129301.0,45.0,0.0,1.0,0.0,2.0,1.0
7653,22.0,0.0,0.0,10.0,0.0,1.0,187592.0,30.0,1.0,1.0,0.0,3.0,1.0
7655,36.0,0.0,0.0,10.0,0.0,0.0,206951.0,40.0,0.0,1.0,0.0,2.0,1.0
7656,27.0,0.0,0.0,12.0,0.0,1.0,587310.0,40.0,0.0,0.0,0.0,4.0,1.0
7658,35.0,0.0,0.0,10.0,0.0,1.0,100634.0,40.0,1.0,1.0,0.0,0.0,0.0
7659,49.0,0.0,0.0,9.0,2.0,1.0,274200.0,72.0,0.0,1.0,0.0,2.0,1.0
7660,18.0,0.0,0.0,7.0,0.0,2.0,29582.0,50.0,1.0,1.0,0.0,4.0,1.0
7661,68.0,0.0,0.0,9.0,0.0,1.0,174812.0,15.0,1.0,1.0,0.0,3.0,1.0
7662,22.0,0.0,0.0,13.0,2.0,0.0,138513.0,15.0,1.0,1.0,0.0,3.0,1.0
7663,37.0,0.0,0.0,4.0,-9.223372036854776e+18,1.0,219137.0,44.0,1.0,1.0,0.0,0.0,0.0
7664,23.0,0.0,0.0,13.0,0.0,1.0,265148.0,55.0,1.0,1.0,0.0,5.0,1.0
7665,41.0,0.0,0.0,9.0,0.0,1.0,302606.0,40.0,1.0,1.0,0.0,0.0,0.0
7666,18.0,0.0,0.0,7.0,0.0,1.0,197600.0,20.0,1.0,1.0,0.0,4.0,1.0
7667,36.0,0.0,0.0,9.0,1.0,1.0,167415.0,40.0,1.0,1.0,0.0,0.0,1.0
7668,44.0,0.0,0.0,10.0,0.0,1.0,13769.0,40.0,0.0,1.0,1.0,2.0,1.0
7669,26.0,0.0,0.0,9.0,0.0,1.0,109390.0,40.0,0.0,1.0,0.0,2.0,1.0
7670,36.0,0.0,0.0,9.0,0.0,1.0,218188.0,32.0,1.0,1.0,0.0,0.0,0.0
7672,72.0,0.0,0.0,9.0,0.0,1.0,128529.0,28.0,1.0,1.0,0.0,0.0,0.0
7673,22.0,0.0,0.0,12.0,2.0,1.0,200973.0,12.0,1.0,1.0,0.0,3.0,0.0
7674,22.0,0.0,0.0,9.0,0.0,1.0,118235.0,55.0,1.0,1.0,1.0,3.0,1.0
7675,23.0,1.0,0.0,13.0,0.0,0.0,250165.0,40.0,1.0,1.0,0.0,4.0,0.0
7677,46.0,0.0,0.0,3.0,0.0,1.0,212162.0,40.0,0.0,1.0,3.0,2.0,1.0
7678,25.0,0.0,0.0,13.0,2.0,1.0,147638.0,40.0,1.0,0.0,2.0,4.0,0.0
7679,42.0,0.0,0.0,10.0,0.0,1.0,304605.0,40.0,0.0,1.0,0.0,2.0,1.0
7680,45.0,0.0,0.0,5.0,0.0,2.0,165267.0,40.0,0.0,1.0,3.0,2.0,1.0
7681,28.0,0.0,0.0,13.0,2.0,1.0,122037.0,55.0,0.0,1.0,0.0,2.0,1.0
7682,63.0,0.0,0.0,13.0,0.0,2.0,165611.0,35.0,0.0,1.0,0.0,2.0,1.0
7683,21.0,0.0,0.0,4.0,-9.223372036854776e+18,1.0,262634.0,36.0,1.0,1.0,0.0,3.0,1.0
7684,46.0,0.0,0.0,9.0,0.0,1.0,280766.0,40.0,1.0,0.0,0.0,3.0,1.0
7685,21.0,0.0,0.0,11.0,0.0,1.0,226668.0,40.0,1.0,1.0,4.0,3.0,1.0
7687,17.0,0.0,0.0,7.0,2.0,1.0,98005.0,20.0,1.0,1.0,0.0,4.0,0.0
7688,47.0,0.0,0.0,13.0,-9.223372036854776e+18,1.0,308857.0,50.0,1.0,1.0,0.0,3.0,1.0
7689,51.0,0.0,0.0,9.0,0.0,1.0,108914.0,40.0,0.0,1.0,0.0,2.0,1.0
7690,64.0,0.0,0.0,14.0,0.0,0.0,210464.0,40.0,1.0,1.0,3.0,0.0,0.0
7691,30.0,0.0,0.0,9.0,0.0,1.0,172748.0,40.0,0.0,1.0,0.0,2.0,1.0
7692,27.0,0.0,0.0,9.0,0.0,1.0,192140.0,20.0,1.0,1.0,0.0,3.0,0.0
7693,21.0,0.0,0.0,9.0,0.0,1.0,126568.0,40.0,1.0,1.0,0.0,5.0,1.0
7694,50.0,0.0,0.0,9.0,0.0,1.0,179339.0,45.0,1.0,1.0,0.0,3.0,0.0
7695,43.0,0.0,0.0,10.0,0.0,0.0,31621.0,20.0,1.0,1.0,0.0,0.0,0.0
7696,39.0,0.0,0.0,13.0,0.0,1.0,365009.0,40.0,1.0,1.0,0.0,4.0,1.0
7697,20.0,0.0,0.0,10.0,1.0,1.0,344698.0,30.0,1.0,1.0,0.0,4.0,1.0
7699,25.0,0.0,0.0,10.0,2.0,1.0,389456.0,30.0,1.0,1.0,0.0,4.0,1.0
7700,48.0,0.0,0.0,10.0,0.0,1.0,167472.0,40.0,1.0,1.0,0.0,3.0,1.0
7701,17.0,1.0,0.0,6.0,0.0,1.0,201412.0,5.0,1.0,1.0,0.0,4.0,1.0
7702,26.0,0.0,0.0,13.0,0.0,2.0,331861.0,60.0,1.0,1.0,0.0,3.0,1.0
7704,34.0,0.0,0.0,5.0,0.0,1.0,71865.0,40.0,0.0,0.0,4.0,1.0,0.0
7706,19.0,0.0,0.0,10.0,0.0,1.0,218956.0,20.0,1.0,1.0,0.0,4.0,1.0
7709,17.0,0.0,0.0,7.0,2.0,0.0,161955.0,30.0,1.0,1.0,1.0,4.0,0.0
7710,24.0,0.0,0.0,9.0,2.0,1.0,200089.0,40.0,0.0,0.0,0.0,2.0,1.0
7712,72.0,0.0,0.0,3.0,0.0,2.0,336423.0,40.0,0.0,1.0,0.0,2.0,1.0
7713,52.0,0.0,0.0,9.0,0.0,0.0,184529.0,40.0,0.0,1.0,0.0,2.0,1.0
7714,30.0,0.0,0.0,12.0,0.0,1.0,153876.0,53.0,1.0,1.0,0.0,3.0,0.0
7715,22.0,0.0,0.0,10.0,0.0,1.0,269687.0,35.0,1.0,1.0,0.0,4.0,1.0
7716,27.0,0.0,0.0,10.0,0.0,1.0,153805.0,45.0,1.0,0.0,4.0,0.0,1.0
7718,45.0,0.0,0.0,12.0,0.0,1.0,330087.0,40.0,1.0,1.0,0.0,3.0,1.0
7719,59.0,0.0,0.0,9.0,0.0,1.0,164970.0,60.0,0.0,1.0,3.0,2.0,1.0
7722,51.0,0.0,0.0,10.0,0.0,0.0,80123.0,35.0,0.0,1.0,0.0,2.0,1.0
7726,24.0,0.0,0.0,9.0,0.0,1.0,172232.0,42.0,0.0,1.0,0.0,2.0,1.0
7728,38.0,0.0,0.0,10.0,0.0,1.0,87556.0,40.0,0.0,1.0,0.0,2.0,1.0
7731,34.0,0.0,0.0,9.0,0.0,1.0,320027.0,50.0,0.0,1.0,0.0,2.0,1.0
7733,33.0,0.0,0.0,11.0,0.0,1.0,307640.0,40.0,1.0,1.0,3.0,0.0,0.0
7735,25.0,0.0,0.0,9.0,0.0,1.0,269015.0,40.0,1.0,1.0,3.0,5.0,0.0
7736,30.0,0.0,0.0,1.0,0.0,1.0,90308.0,28.0,1.0,0.0,0.0,0.0,1.0
7737,41.0,1.0,0.0,9.0,0.0,0.0,39581.0,40.0,1.0,1.0,3.0,3.0,0.0
7738,49.0,0.0,0.0,9.0,0.0,2.0,241688.0,60.0,0.0,0.0,0.0,2.0,1.0
7739,22.0,0.0,0.0,9.0,0.0,0.0,467759.0,48.0,1.0,1.0,0.0,4.0,1.0
7740,39.0,0.0,0.0,10.0,-9.223372036854776e+18,1.0,303677.0,15.0,1.0,1.0,0.0,0.0,0.0
7741,56.0,0.0,0.0,11.0,1.0,1.0,47392.0,40.0,0.0,1.0,0.0,2.0,1.0
7742,37.0,0.0,0.0,9.0,1.0,1.0,97925.0,40.0,1.0,1.0,0.0,3.0,0.0
7743,18.0,0.0,0.0,10.0,0.0,0.0,243240.0,15.0,1.0,1.0,0.0,4.0,1.0
7744,29.0,0.0,0.0,3.0,0.0,1.0,472344.0,40.0,0.0,0.0,0.0,3.0,1.0
7745,41.0,0.0,0.0,9.0,0.0,1.0,177054.0,40.0,1.0,1.0,0.0,0.0,1.0
7747,34.0,0.0,0.0,9.0,0.0,1.0,244147.0,40.0,0.0,1.0,0.0,2.0,1.0
7748,29.0,0.0,0.0,10.0,0.0,1.0,167336.0,50.0,0.0,1.0,0.0,1.0,0.0
7750,49.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,52184.0,40.0,0.0,1.0,0.0,2.0,1.0
7751,31.0,0.0,0.0,10.0,1.0,1.0,159187.0,25.0,0.0,1.0,0.0,2.0,1.0
7752,35.0,0.0,0.0,13.0,2.0,0.0,22494.0,50.0,1.0,1.0,0.0,3.0,0.0
7753,36.0,0.0,0.0,9.0,0.0,1.0,219745.0,40.0,1.0,1.0,0.0,3.0,1.0
7756,26.0,0.0,0.0,9.0,1.0,1.0,216741.0,40.0,1.0,1.0,0.0,3.0,0.0
7757,51.0,0.0,0.0,12.0,0.0,0.0,106365.0,40.0,1.0,1.0,0.0,0.0,0.0
7758,45.0,0.0,0.0,10.0,1.0,1.0,124973.0,30.0,0.0,1.0,0.0,2.0,1.0
7759,37.0,0.0,0.0,9.0,0.0,1.0,73199.0,40.0,0.0,1.0,2.0,2.0,1.0
7760,49.0,0.0,0.0,11.0,0.0,0.0,362679.0,9.0,0.0,1.0,0.0,2.0,1.0
7761,29.0,0.0,0.0,13.0,0.0,1.0,197222.0,40.0,1.0,1.0,0.0,3.0,0.0
7762,56.0,0.0,0.0,9.0,0.0,1.0,33115.0,40.0,1.0,1.0,0.0,0.0,0.0
7765,35.0,0.0,0.0,10.0,2.0,1.0,133839.0,40.0,0.0,1.0,0.0,2.0,1.0
7766,33.0,0.0,0.0,13.0,0.0,2.0,398874.0,40.0,1.0,1.0,0.0,4.0,1.0
7767,26.0,0.0,0.0,13.0,0.0,2.0,289224.0,40.0,1.0,1.0,0.0,3.0,1.0
7768,19.0,0.0,0.0,10.0,0.0,1.0,261259.0,35.0,1.0,1.0,0.0,4.0,1.0
7769,61.0,0.0,0.0,3.0,1.0,1.0,438587.0,40.0,0.0,1.0,3.0,2.0,1.0
7770,31.0,0.0,0.0,7.0,0.0,1.0,271162.0,40.0,1.0,1.0,0.0,4.0,1.0
7772,21.0,0.0,0.0,10.0,0.0,1.0,29810.0,40.0,1.0,1.0,0.0,3.0,0.0
7773,19.0,0.0,0.0,1.0,-9.223372036854776e+18,1.0,277695.0,50.0,1.0,0.0,0.0,3.0,1.0
7774,35.0,0.0,0.0,9.0,0.0,1.0,277347.0,55.0,0.0,1.0,0.0,2.0,1.0
7776,29.0,0.0,0.0,9.0,0.0,1.0,231507.0,35.0,1.0,1.0,0.0,3.0,1.0
7777,28.0,0.0,0.0,11.0,0.0,1.0,184477.0,60.0,1.0,1.0,0.0,3.0,1.0
7778,24.0,0.0,0.0,10.0,2.0,1.0,174714.0,45.0,1.0,1.0,0.0,4.0,1.0
7779,24.0,0.0,0.0,10.0,1.0,1.0,118792.0,12.0,1.0,1.0,0.0,4.0,0.0
7780,46.0,0.0,0.0,12.0,2.0,0.0,274689.0,40.0,1.0,1.0,0.0,3.0,1.0
7781,24.0,0.0,0.0,9.0,0.0,1.0,148315.0,45.0,1.0,1.0,0.0,0.0,1.0
7782,24.0,0.0,0.0,14.0,2.0,1.0,99844.0,60.0,1.0,1.0,0.0,4.0,1.0
7783,36.0,0.0,0.0,13.0,0.0,0.0,143437.0,40.0,1.0,1.0,4.0,3.0,0.0
7784,22.0,0.0,0.0,10.0,-9.223372036854776e+18,1.0,114357.0,55.0,1.0,1.0,0.0,3.0,1.0
7786,68.0,0.0,0.0,9.0,0.0,0.0,137518.0,33.0,1.0,1.0,0.0,3.0,0.0
7787,33.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,183125.0,45.0,1.0,1.0,0.0,3.0,0.0
7788,28.0,0.0,0.0,9.0,1.0,1.0,269317.0,42.0,0.0,1.0,0.0,2.0,1.0
7789,46.0,0.0,0.0,9.0,0.0,0.0,107682.0,38.0,1.0,1.0,0.0,3.0,0.0
7791,50.0,0.0,0.0,13.0,0.0,1.0,46401.0,20.0,1.0,0.0,0.0,3.0,0.0
7792,69.0,0.0,0.0,9.0,0.0,2.0,164754.0,20.0,0.0,1.0,0.0,2.0,1.0
7794,33.0,0.0,0.0,11.0,0.0,1.0,314068.0,40.0,1.0,1.0,0.0,0.0,0.0
7795,22.0,0.0,0.0,9.0,0.0,1.0,242138.0,40.0,0.0,1.0,0.0,1.0,0.0
7797,39.0,0.0,0.0,10.0,2.0,1.0,266960.0,25.0,1.0,1.0,0.0,3.0,0.0
7798,29.0,0.0,0.0,10.0,0.0,2.0,239511.0,50.0,1.0,1.0,0.0,0.0,0.0
7800,23.0,0.0,0.0,3.0,2.0,1.0,244698.0,35.0,1.0,0.0,0.0,5.0,1.0
7801,25.0,0.0,0.0,5.0,2.0,1.0,207258.0,40.0,1.0,0.0,0.0,0.0,0.0
7802,61.0,0.0,0.0,7.0,0.0,1.0,111563.0,27.0,0.0,1.0,0.0,2.0,1.0
7807,38.0,0.0,0.0,10.0,0.0,1.0,28738.0,40.0,1.0,1.0,0.0,3.0,0.0
7809,24.0,0.0,0.0,13.0,0.0,2.0,158950.0,45.0,0.0,1.0,0.0,2.0,1.0
7810,23.0,0.0,0.0,9.0,0.0,1.0,185948.0,40.0,1.0,1.0,0.0,0.0,1.0
7813,40.0,0.0,0.0,9.0,1.0,1.0,129298.0,40.0,0.0,1.0,0.0,2.0,1.0
7814,36.0,0.0,0.0,9.0,2.0,1.0,120204.0,40.0,1.0,1.0,0.0,3.0,0.0
7815,49.0,0.0,0.0,9.0,-9.223372036854776e+18,0.0,229337.0,40.0,1.0,1.0,0.0,3.0,1.0
7817,34.0,0.0,0.0,10.0,0.0,1.0,538243.0,40.0,1.0,1.0,3.0,0.0,0.0
7818,38.0,1.0,0.0,9.0,2.0,1.0,108947.0,40.0,1.0,1.0,0.0,3.0,1.0
7819,35.0,0.0,0.0,9.0,0.0,1.0,128516.0,45.0,0.0,1.0,0.0,1.0,0.0
7820,28.0,0.0,0.0,10.0,0.0,1.0,147560.0,40.0,1.0,1.0,0.0,4.0,1.0
7824,51.0,0.0,0.0,9.0,0.0,1.0,90275.0,45.0,1.0,1.0,0.0,0.0,0.0
7825,26.0,0.0,0.0,14.0,0.0,0.0,143583.0,40.0,1.0,1.0,0.0,3.0,0.0
7826,27.0,0.0,0.0,9.0,-9.223372036854776e+18,2.0,210020.0,40.0,0.0,1.0,0.0,4.0,1.0
7827,26.0,0.0,0.0,14.0,0.0,1.0,135603.0,48.0,1.0,1.0,0.0,3.0,1.0
7829,38.0,0.0,0.0,9.0,0.0,1.0,341943.0,40.0,1.0,1.0,0.0,0.0,0.0
7830,64.0,0.0,0.0,4.0,0.0,1.0,38274.0,40.0,0.0,1.0,0.0,2.0,1.0
7831,35.0,0.0,0.0,10.0,0.0,1.0,327435.0,45.0,1.0,1.0,0.0,0.0,0.0
7832,27.0,0.0,0.0,10.0,0.0,0.0,175262.0,40.0,1.0,1.0,0.0,4.0,1.0
7833,24.0,0.0,0.0,9.0,0.0,1.0,376474.0,65.0,0.0,1.0,0.0,2.0,1.0
7834,38.0,1.0,0.0,4.0,0.0,1.0,171150.0,78.0,0.0,1.0,0.0,2.0,1.0
7835,32.0,0.0,0.0,9.0,2.0,1.0,459465.0,40.0,0.0,0.0,0.0,2.0,1.0
7836,37.0,0.0,0.0,12.0,1.0,0.0,188391.0,60.0,1.0,1.0,0.0,0.0,1.0
7837,37.0,0.0,0.0,9.0,0.0,1.0,196373.0,40.0,0.0,1.0,0.0,2.0,1.0
7838,28.0,0.0,0.0,9.0,0.0,1.0,122913.0,40.0,0.0,1.0,0.0,2.0,1.0
7839,35.0,0.0,0.0,16.0,-9.223372036854776e+18,0.0,37314.0,55.0,1.0,1.0,0.0,3.0,1.0
7840,37.0,0.0,0.0,9.0,2.0,1.0,198492.0,40.0,1.0,1.0,0.0,4.0,1.0
7841,47.0,0.0,0.0,13.0,0.0,2.0,20946.0,40.0,1.0,1.0,0.0,3.0,0.0
7842,20.0,0.0,0.0,10.0,0.0,1.0,281608.0,50.0,1.0,1.0,0.0,3.0,0.0
7843,31.0,0.0,1.0,14.0,0.0,2.0,213643.0,60.0,1.0,1.0,0.0,3.0,1.0
7844,18.0,0.0,0.0,7.0,0.0,1.0,39222.0,30.0,1.0,1.0,0.0,4.0,1.0
7845,23.0,0.0,0.0,6.0,0.0,1.0,208238.0,20.0,1.0,1.0,0.0,4.0,0.0
7846,53.0,0.0,0.0,9.0,0.0,1.0,261207.0,40.0,0.0,0.0,0.0,2.0,1.0
7847,36.0,0.0,0.0,9.0,0.0,1.0,131192.0,40.0,0.0,1.0,0.0,2.0,1.0
7848,75.0,0.0,0.0,9.0,2.0,1.0,148214.0,25.0,1.0,1.0,0.0,3.0,0.0
7850,25.0,0.0,0.0,11.0,-9.223372036854776e+18,1.0,269004.0,40.0,1.0,1.0,0.0,4.0,1.0
7851,47.0,0.0,0.0,9.0,0.0,2.0,97883.0,48.0,1.0,0.0,0.0,3.0,0.0
7852,52.0,0.0,0.0,9.0,0.0,1.0,177942.0,40.0,0.0,1.0,0.0,1.0,0.0
